"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"02.03.2021","28.7376","28.7628","28.9323","28.6794","252.78K","-0.01%"
"01.03.2021","28.7413","29.0691","29.1509","28.6668","253.85K","-1.05%"
"26.02.2021","29.0454","29.2255","29.3289","28.9622","279.75K","-0.52%"
"25.02.2021","29.1975","28.8032","29.5361","28.7845","280.56K","1.43%"
"24.02.2021","28.7856","28.9452","29.0970","28.7539","230.46K","-0.48%"
"23.02.2021","28.9255","29.1568","29.2290","28.9274","233.62K","-0.70%"
"22.02.2021","29.1280","28.6411","29.2528","28.6247","209.43K","1.76%"
"19.02.2021","28.6236","28.3843","28.7636","28.3386","229.48K","0.98%"
"18.02.2021","28.3458","28.0280","28.5540","27.9758","245.47K","1.29%"
"17.02.2021","27.9847","28.0091","28.2462","27.8936","309.46K","0.00%"
"16.02.2021","27.9849","27.7574","28.1590","27.7524","259.35K","0.90%"
"15.02.2021","27.7365","27.6082","27.7927","27.6066","207.41K","0.54%"
"12.02.2021","27.5865","27.5816","27.7763","27.5604","268.97K","0.08%"
"11.02.2021","27.5631","27.7258","27.7481","27.5042","303.87K","-0.45%"
"10.02.2021","27.6864","27.7674","27.8870","27.6787","350.54K","-0.16%"
"09.02.2021","27.7316","27.6315","27.8232","27.5592","318.44K","0.42%"
"08.02.2021","27.6148","27.5830","27.7323","27.5508","252.15K","0.16%"
"05.02.2021","27.5717","27.8851","27.9373","27.5571","292.09K","-0.99%"
"04.02.2021","27.8472","27.5618","28.0126","27.4310","280.85K","1.16%"
"03.02.2021","27.5268","27.5070","27.6472","27.3679","262.57K","0.14%"
"02.02.2021","27.4871","27.8486","27.8768","27.4481","249.28K","-1.20%"
"01.02.2021","27.8206","28.2392","28.2618","27.7645","238.16K","-1.35%"
"29.01.2021","28.2001","27.7840","28.2450","27.5894","296.75K","1.60%"
"28.01.2021","27.7557","27.7700","27.9501","27.6594","289.25K","0.02%"
"27.01.2021","27.7510","27.4588","27.8221","27.4374","268.81K","1.20%"
"26.01.2021","27.4232","27.5062","27.6287","27.3661","212.60K","-0.24%"
"25.01.2021","27.4898","27.3197","27.6343","27.2264","235.07K","0.63%"
"22.01.2021","27.3174","27.0945","27.3610","27.0687","258.25K","0.91%"
"21.01.2021","27.0713","26.7649","27.1595","26.7379","262.02K","1.23%"
"20.01.2021","26.7435","26.8011","26.9037","26.6718","240.66K","-0.13%"
"19.01.2021","26.7790","26.7468","26.8549","26.6665","234.96K","0.21%"
"18.01.2021","26.7228","26.9093","27.0264","26.7019","202.17K","-0.52%"
"15.01.2021","26.8622","26.9902","27.0679","26.7906","273.53K","-0.41%"
"14.01.2021","26.9717","27.0798","27.1879","26.8976","268.02K","-0.31%"
"13.01.2021","27.0547","27.0478","27.2236","26.9262","285.44K","0.12%"
"12.01.2021","27.0218","27.1291","27.2487","27.0105","285.38K","-0.33%"
"11.01.2021","27.1111","27.1422","27.2910","27.0482","284.61K","-0.09%"
"08.01.2021","27.1354","27.1492","27.3206","26.9970","275.35K","0.04%"
"07.01.2021","27.1252","26.7281","27.2757","26.6613","254.51K","1.53%"
"06.01.2021","26.7173","27.1147","27.1849","26.6605","278.54K","-1.33%"
"05.01.2021","27.0778","27.1108","27.2931","26.9428","311.41K","0.01%"
"04.01.2021","27.0742","27.1831","27.2014","26.8498","256.09K","-0.36%"
"01.01.2021","27.1711","27.1926","27.2215","27.1619","2.32K","0.01%"
"31.12.2020","27.1696","27.1227","27.2922","27.0604","256.53K","0.28%"
"30.12.2020","27.0942","26.8768","27.2668","26.8556","252.36K","0.90%"
"29.12.2020","26.8515","26.9228","27.0812","26.7955","242.50K","-0.18%"
"28.12.2020","26.8993","26.9323","27.0922","26.7921","215.76K","-0.01%"
"25.12.2020","26.9010","26.9485","27.0294","26.9208","2.36K","-0.01%"
"24.12.2020","26.9042","27.0763","27.2785","26.8442","243.17K","-0.54%"
"23.12.2020","27.0502","26.9115","27.2737","26.8813","291.91K","0.58%"
"22.12.2020","26.8951","26.8654","27.0779","26.7038","300.68K","0.18%"
"21.12.2020","26.8466","26.8793","27.3147","26.6572","270.06K","-0.39%"
"18.12.2020","26.9528","26.9270","27.0431","26.7307","271.30K","0.26%"
"17.12.2020","26.8842","26.8134","27.0294","26.7897","307.42K","0.40%"
"16.12.2020","26.7783","26.7918","26.9923","26.7274","285.52K","0.03%"
"15.12.2020","26.7712","26.9711","27.0914","26.6704","219.84K","-0.72%"
"14.12.2020","26.9653","26.7407","27.0100","26.6955","193.63K","1.28%"
"11.12.2020","26.6244","26.6077","26.6917","26.4564","229.91K","0.17%"
"10.12.2020","26.5794","26.6237","26.6464","26.3164","220.71K","-0.07%"
"09.12.2020","26.5991","26.4209","26.7388","26.3524","220.65K","0.78%"
"08.12.2020","26.3922","26.5988","26.6313","26.2731","237.20K","-0.63%"
"07.12.2020","26.5607","26.5921","26.6468","26.3267","222.09K","-0.01%"
"04.12.2020","26.5621","26.7505","26.8587","26.5092","241.73K","-0.61%"
"03.12.2020","26.7253","26.6899","26.9083","26.6579","292.81K","0.20%"
"02.12.2020","26.6725","26.8856","26.9404","26.6525","250.65K","-0.68%"
"01.12.2020","26.8555","26.8892","26.9786","26.7050","269.87K","-0.03%"
"30.11.2020","26.8631","26.6879","26.9614","26.6826","246.96K","0.75%"
"27.11.2020","26.6633","26.7638","26.8327","26.6117","224.62K","-0.31%"
"26.11.2020","26.7461","26.7192","26.8238","26.6555","252.38K","0.24%"
"25.11.2020","26.6824","26.7507","26.8973","26.6432","357.71K","-0.13%"
"24.11.2020","26.7180","26.8805","27.6091","26.6483","261.12K","-0.54%"
"23.11.2020","26.8618","26.7182","26.9348","26.6460","253.73K","0.67%"
"20.11.2020","26.6825","26.7829","26.9151","26.6234","351.13K","-0.29%"
"19.11.2020","26.7594","27.0412","27.0524","26.6374","317.43K","-0.96%"
"18.11.2020","27.0183","26.9118","27.0412","26.8004","348.32K","0.48%"
"17.11.2020","26.8885","26.7363","27.0925","26.7147","291.61K","0.68%"
"16.11.2020","26.7065","26.8785","26.9188","26.5856","230.34K","-0.68%"
"13.11.2020","26.8885","27.0874","27.1689","26.8484","296.02K","-0.63%"
"12.11.2020","27.0581","27.0595","27.1985","26.8861","287.91K","0.01%"
"11.11.2020","27.0555","26.9786","27.2195","26.8235","304.31K","0.39%"
"10.11.2020","26.9513","26.7726","27.1779","26.7241","330.49K","0.73%"
"09.11.2020","26.7570","27.1000","27.1225","26.3749","272.94K","-1.00%"
"06.11.2020","27.0277","27.2292","27.3827","26.9910","371.05K","-0.58%"
"05.11.2020","27.1844","27.2006","27.3559","26.9699","323.31K","0.16%"
"04.11.2020","27.1399","27.5893","28.4919","27.1413","307.00K","-1.50%"
"03.11.2020","27.5524","27.6132","27.7718","27.2997","227.81K","-0.19%"
"02.11.2020","27.6049","27.4298","27.7377","27.3454","210.21K","0.76%"
"30.10.2020","27.3974","27.6488","27.7556","27.4018","314.17K","-0.89%"
"29.10.2020","27.6448","27.6397","27.9038","27.4844","251.17K","0.04%"
"28.10.2020","27.6342","27.4481","27.6931","27.3831","259.74K","0.75%"
"27.10.2020","27.4281","27.2520","27.4779","27.1478","246.37K","0.70%"
"26.10.2020","27.2376","27.2461","27.5299","27.2152","213.70K","0.09%"
"23.10.2020","27.2119","27.4230","27.4953","27.1503","304.80K","-0.69%"
"22.10.2020","27.4021","27.7594","27.8679","27.3969","231.90K","-1.22%"
"21.10.2020","27.7410","27.3566","27.7862","27.2766","224.56K","1.48%"
"20.10.2020","27.3368","27.4589","27.5404","27.2135","223.74K","-0.35%"
"19.10.2020","27.4321","27.2797","27.5744","27.2234","194.12K","0.56%"
"16.10.2020","27.2787","27.4835","27.6057","27.2414","270.86K","-0.71%"
"15.10.2020","27.4731","27.7633","27.9687","27.4256","330.08K","-1.02%"
"14.10.2020","27.7564","27.6292","27.8582","27.4589","303.28K","0.53%"
"13.10.2020","27.6102","27.7540","27.8923","27.5307","303.92K","-0.42%"
"12.10.2020","27.7254","27.5418","27.7871","27.5373","219.45K","0.53%"
"09.10.2020","27.5787","27.6537","27.7073","27.4715","203.24K","-0.22%"
"08.10.2020","27.6404","27.7461","27.8286","27.5795","216.41K","-0.27%"
"07.10.2020","27.7143","27.9925","28.0191","27.5091","220.49K","-0.91%"
"06.10.2020","27.9701","27.7729","28.0738","27.4796","200.34K","0.80%"
"05.10.2020","27.7487","27.9299","27.9850","27.6350","168.36K","-0.74%"
"02.10.2020","27.9551","28.1480","28.4873","27.8943","219.58K","-0.61%"
"01.10.2020","28.1277","28.5572","28.6182","28.0255","222.31K","-1.47%"
"30.09.2020","28.5475","28.9333","28.9461","28.4317","262.42K","-1.19%"
"29.09.2020","28.8910","28.7628","29.0275","28.5326","228.53K","0.52%"
"28.09.2020","28.7408","28.4860","29.0928","28.4007","189.55K","0.95%"
"25.09.2020","28.4709","28.2775","28.6466","28.1262","220.25K","0.83%"
"24.09.2020","28.2352","28.4808","28.9575","28.0223","215.86K","-0.84%"
"23.09.2020","28.4734","27.6859","28.5392","27.5935","277.33K","2.96%"
"22.09.2020","27.6556","27.3782","27.7473","27.2762","269.67K","1.11%"
"21.09.2020","27.3528","27.3086","27.7416","27.2673","208.60K","0.25%"
"18.09.2020","27.2858","27.0705","27.3270","27.0339","214.08K","0.89%"
"17.09.2020","27.0458","27.1560","27.3812","27.0361","223.50K","-0.33%"
"16.09.2020","27.1344","27.2673","27.4112","27.1033","171.44K","-0.41%"
"15.09.2020","27.2449","27.0913","27.2913","27.0048","156.82K","0.65%"
"14.09.2020","27.0696","27.2383","27.3394","27.0616","134.30K","-0.50%"
"11.09.2020","27.2060","27.4464","27.4908","27.1656","181.41K","-0.87%"
"10.09.2020","27.4445","27.7805","27.9454","27.2558","179.06K","-1.13%"
"09.09.2020","27.7576","28.2681","28.4389","27.7435","160.12K","-1.72%"
"08.09.2020","28.2445","28.4795","28.5301","28.1892","161.08K","-0.77%"
"07.09.2020","28.4642","28.6367","28.6604","28.3654","123.36K","-0.62%"
"04.09.2020","28.6413","28.7638","28.8706","28.4102","256.70K","-0.31%"
"03.09.2020","28.7313","29.0105","29.0884","28.6138","267.76K","-0.86%"
"02.09.2020","28.9807","29.1623","29.2624","28.9266","245.76K","-0.60%"
"01.09.2020","29.1550","29.2563","29.4100","29.0652","248.69K","-0.32%"
"31.08.2020","29.2494","29.0145","29.4016","29.0118","170.15K","0.73%"
"28.08.2020","29.0371","29.2395","29.3120","29.0138","183.53K","-0.61%"
"27.08.2020","29.2144","28.9788","29.3194","28.8664","179.10K","0.86%"
"26.08.2020","28.9665","28.8042","29.0285","28.7687","152.34K","0.65%"
"25.08.2020","28.7788","28.7408","28.9417","28.6834","156.37K","0.24%"
"24.08.2020","28.7112","28.7465","28.8220","28.6749","148.12K","-0.10%"
"21.08.2020","28.7388","29.1783","29.2918","28.7173","198.76K","-1.46%"
"20.08.2020","29.1642","28.9921","29.2988","28.9554","194.20K","0.65%"
"19.08.2020","28.9768","29.3318","29.4007","28.9009","167.76K","-1.17%"
"18.08.2020","29.3194","29.0595","29.4165","28.9920","155.26K","0.95%"
"17.08.2020","29.0432","28.7510","29.1167","28.7112","149.63K","1.02%"
"14.08.2020","28.7510","28.9573","29.1069","28.7024","160.02K","-0.55%"
"13.08.2020","28.9110","29.1367","29.3053","28.9242","160.98K","-0.70%"
"12.08.2020","29.1161","29.2388","29.3352","29.0376","147.37K","-0.32%"
"11.08.2020","29.2093","29.3883","29.4192","29.1546","146.84K","-0.44%"
"10.08.2020","29.3382","29.1686","29.4838","29.1509","136.51K","0.55%"
"07.08.2020","29.1789","29.4596","29.5686","29.1581","208.41K","-0.77%"
"06.08.2020","29.4050","29.3405","29.7774","29.2696","173.74K","0.31%"
"05.08.2020","29.3153","29.6287","29.6612","29.2841","171.95K","-0.95%"
"04.08.2020","29.5974","29.5991","29.8416","29.4723","170.20K","0.08%"
"03.08.2020","29.5749","29.1636","29.6854","29.1101","154.12K","1.50%"
"31.07.2020","29.1377","28.8503","29.2611","28.7952","211.55K","1.14%"
"30.07.2020","28.8098","28.5620","29.0208","28.5070","199.93K","0.95%"
"29.07.2020","28.5383","28.3767","28.6390","28.2822","195.37K","0.67%"
"28.07.2020","28.3490","28.2417","28.4811","28.2229","169.95K","0.43%"
"27.07.2020","28.2274","28.5128","28.5948","28.2295","167.99K","-0.86%"
"24.07.2020","28.4715","28.6826","28.8221","28.4322","210.15K","-0.62%"
"23.07.2020","28.6487","28.4860","28.7297","28.2756","205.12K","0.64%"
"22.07.2020","28.4662","28.4408","28.5286","28.2393","192.56K","0.15%"
"21.07.2020","28.4225","28.4819","28.5709","28.2943","185.41K","-0.13%"
"20.07.2020","28.4584","28.3309","28.7089","28.2427","165.14K","0.48%"
"17.07.2020","28.3215","28.1463","28.4396","28.0858","172.28K","0.70%"
"16.07.2020","28.1247","28.0963","28.1942","28.0094","185.77K","0.16%"
"15.07.2020","28.0811","28.1779","28.2731","28.0765","179.01K","-0.29%"
"14.07.2020","28.1615","28.5754","28.6159","28.1574","178.50K","-1.44%"
"13.07.2020","28.5725","28.2680","28.5884","28.2320","161.14K","0.88%"
"10.07.2020","28.3237","28.5445","28.7834","28.3020","234.90K","-0.67%"
"09.07.2020","28.5153","28.6068","28.7733","28.4512","235.17K","-0.18%"
"08.07.2020","28.5680","28.6698","28.8247","28.4200","210.28K","-0.26%"
"07.07.2020","28.6426","27.8980","28.7117","27.8482","174.99K","2.72%"
"06.07.2020","27.8850","27.9564","27.9921","27.6819","160.16K","-0.24%"
"03.07.2020","27.9513","28.0232","28.1502","27.8792","161.29K","-0.19%"
"02.07.2020","28.0049","28.2875","28.3831","27.9512","177.69K","-0.92%"
"01.07.2020","28.2645","28.5207","28.5669","28.2103","166.28K","-0.84%"
"30.06.2020","28.5039","28.3743","28.6168","28.3198","177.73K","0.53%"
"29.06.2020","28.3540","28.4511","28.5303","28.2847","172.67K","-0.25%"
"26.06.2020","28.4257","28.1490","28.4647","28.0812","181.37K","1.12%"
"25.06.2020","28.1118","28.2991","28.5494","28.0959","193.42K","-0.60%"
"24.06.2020","28.2824","28.0600","28.3220","27.9541","200.12K","0.82%"
"23.06.2020","28.0528","28.0520","28.2281","27.7871","193.73K","0.12%"
"22.06.2020","28.0198","27.9743","28.0900","27.7057","186.43K","0.20%"
"19.06.2020","27.9651","28.2728","28.3120","27.8589","189.97K","-1.02%"
"18.06.2020","28.2521","28.0175","28.3391","27.7684","200.10K","0.91%"
"17.06.2020","27.9967","28.0668","28.1947","27.8197","208.88K","-0.20%"
"16.06.2020","28.0520","28.0144","28.1398","27.6866","213.33K","0.20%"
"15.06.2020","27.9962","27.8451","28.4447","27.8074","201.98K","0.48%"
"12.06.2020","27.8625","28.6828","28.8150","27.8253","234.44K","-2.74%"
"11.06.2020","28.6484","27.8801","28.7159","27.8524","218.94K","2.84%"
"10.06.2020","27.8567","27.9028","28.1157","27.6985","202.40K","-0.06%"
"09.06.2020","27.8721","27.3563","27.9273","27.3421","185.59K","1.94%"
"08.06.2020","27.3421","27.3834","27.5733","27.1926","170.68K","0.04%"
"05.06.2020","27.3323","27.6585","27.6891","27.2659","208.12K","-1.03%"
"04.06.2020","27.6161","27.3755","27.6823","27.2663","183.47K","0.95%"
"03.06.2020","27.3562","27.3423","27.4425","27.0529","195.43K","0.08%"
"02.06.2020","27.3339","27.5434","27.7192","27.1024","183.94K","-0.65%"
"01.06.2020","27.5124","27.3562","27.6163","27.1835","162.01K","0.54%"
"29.05.2020","27.3636","27.3741","27.4981","27.1651","180.85K","-0.02%"
"28.05.2020","27.3680","27.3470","27.4750","27.2201","185.82K","0.24%"
"27.05.2020","27.3028","27.3787","27.5196","27.2590","166.15K","-0.20%"
"26.05.2020","27.3576","27.4866","27.5997","27.2080","158.92K","-0.34%"
"25.05.2020","27.4512","27.6859","27.7147","27.4553","107.54K","-0.75%"
"22.05.2020","27.6586","27.9501","28.2150","27.6467","163.11K","-1.02%"
"21.05.2020","27.9449","28.3962","28.4583","27.8512","150.33K","-1.55%"
"20.05.2020","28.3835","28.9886","29.1105","28.2009","156.67K","-2.17%"
"19.05.2020","29.0116","28.9765","29.0429","28.7136","169.93K","0.21%"
"18.05.2020","28.9511","28.9286","29.0366","28.6057","138.72K","-0.04%"
"15.05.2020","28.9627","29.1894","29.2670","28.8984","174.96K","-0.71%"
"14.05.2020","29.1712","29.6063","29.7417","29.0287","191.48K","-1.43%"
"13.05.2020","29.5953","29.9107","29.9270","29.4796","181.11K","-0.88%"
"12.05.2020","29.8568","29.5358","29.9424","29.3864","185.16K","1.21%"
"11.05.2020","29.4994","29.3557","29.5711","29.2327","167.95K","0.66%"
"08.05.2020","29.3066","29.7466","29.8375","29.2808","213.20K","-1.34%"
"07.05.2020","29.7047","30.0984","30.2784","29.4897","219.46K","-1.16%"
"06.05.2020","30.0540","29.8477","30.1632","29.6717","191.31K","0.78%"
"05.05.2020","29.8218","29.9503","30.1251","29.5975","158.98K","-0.38%"
"04.05.2020","29.9355","30.7171","31.0217","29.9334","137.49K","-2.55%"
"01.05.2020","30.7175","30.4391","31.1328","30.3671","166.34K","1.01%"
"30.04.2020","30.4109","29.6033","30.4743","29.5422","185.32K","2.81%"
"29.04.2020","29.5799","30.1859","30.2685","29.5832","170.28K","-1.88%"
"28.04.2020","30.1470","30.6993","30.9224","30.1101","167.28K","-1.70%"
"27.04.2020","30.6672","30.8699","31.1155","30.6532","157.44K","-0.61%"
"24.04.2020","30.8544","30.6268","31.2311","30.3740","213.04K","0.72%"
"23.04.2020","30.6330","30.2097","30.6879","30.0534","218.99K","1.53%"
"22.04.2020","30.1727","29.9891","30.4076","29.8237","209.92K","0.62%"
"21.04.2020","29.9863","29.9073","30.1560","29.7712","207.25K","0.32%"
"20.04.2020","29.8913","29.6067","30.1753","29.5972","171.22K","1.03%"
"17.04.2020","29.5864","29.9286","30.0580","29.4904","165.65K","-1.03%"
"16.04.2020","29.8932","30.0306","30.5035","29.8967","167.65K","-0.36%"
"15.04.2020","30.0011","29.5224","30.2763","29.4893","170.69K","1.65%"
"14.04.2020","29.5138","29.5737","29.8326","29.3934","159.07K","0.05%"
"13.04.2020","29.4990","29.1284","29.8568","28.9517","129.82K","1.54%"
"10.04.2020","29.0505","29.3635","29.6350","29.0599","72.09K","-1.00%"
"09.04.2020","29.3440","29.7443","29.8339","29.0609","161.78K","-1.30%"
"08.04.2020","29.7302","29.9979","30.5042","29.6872","160.28K","-0.74%"
"07.04.2020","29.9533","30.1294","30.2949","29.4185","185.94K","-0.54%"
"06.04.2020","30.1159","30.6201","31.5124","30.1117","160.23K","-1.59%"
"03.04.2020","30.6022","30.0306","30.7600","29.9866","195.47K","1.96%"
"02.04.2020","30.0147","29.9982","30.4054","29.4866","195.01K","0.21%"
"01.04.2020","29.9512","29.4804","30.5160","29.3211","178.01K","1.71%"
"31.03.2020","29.4480","29.5503","29.8740","29.0054","183.21K","-0.27%"
"30.03.2020","29.5290","28.9683","30.4387","28.9357","170.09K","1.74%"
"27.03.2020","29.0237","27.9962","29.3469","27.8236","212.08K","3.70%"
"26.03.2020","27.9889","28.4670","28.8535","27.8584","184.82K","-1.54%"
"25.03.2020","28.4276","29.2148","29.3812","28.3139","169.90K","-2.61%"
"24.03.2020","29.1891","29.2877","29.7358","28.9443","169.14K","-0.24%"
"23.03.2020","29.2603","28.4773","29.3005","28.4150","140.73K","2.92%"
"20.03.2020","28.4291","27.5991","28.6570","27.3806","173.60K","3.05%"
"19.03.2020","27.5870","27.5603","28.5159","27.2659","196.42K","0.21%"
"18.03.2020","27.5279","27.6706","28.9328","27.3832","163.74K","-0.40%"
"17.03.2020","27.6387","28.0799","28.1401","27.3447","170.98K","-1.39%"
"16.03.2020","28.0278","26.9366","28.2726","26.6996","160.27K","4.23%"
"13.03.2020","26.8891","27.5634","27.8153","26.6210","217.94K","-2.33%"
"12.03.2020","27.5317","27.4119","29.1388","27.0592","224.32K","0.44%"
"11.03.2020","27.4098","26.8971","27.6035","26.7612","179.03K","1.89%"
"10.03.2020","26.9006","27.3386","27.5523","26.5537","179.36K","-1.43%"
"09.03.2020","27.2915","26.2264","28.6344","26.1943","154.90K","4.06%"
"06.03.2020","26.2276","25.7131","26.4889","25.6593","188.96K","1.95%"
"05.03.2020","25.7264","25.1472","25.8682","25.1080","201.11K","2.36%"
"04.03.2020","25.1337","24.9258","25.2045","24.5737","201.16K","0.89%"
"03.03.2020","24.9129","24.7453","25.0438","24.5501","215.11K","0.71%"
"02.03.2020","24.7369","25.1070","25.4688","24.7234","182.12K","-1.60%"
"28.02.2020","25.1387","25.1425","25.7091","25.0529","232.52K","0.02%"
"27.02.2020","25.1341","24.8866","25.1764","24.8622","230.73K","1.02%"
"26.02.2020","24.8796","24.8311","24.9214","24.6822","222.39K","0.27%"
"25.02.2020","24.8116","24.6595","24.9977","24.5042","181.18K","0.69%"
"24.02.2020","24.6425","24.4984","24.9000","24.4771","161.23K","0.56%"
"21.02.2020","24.5048","24.2584","24.7193","24.2484","153.06K","1.06%"
"20.02.2020","24.2473","23.9877","24.2990","23.9716","157.98K","1.13%"
"19.02.2020","23.9757","24.1661","24.1905","23.9601","145.35K","-0.76%"
"18.02.2020","24.1596","24.1352","24.3258","24.1213","145.08K","0.15%"
"17.02.2020","24.1235","24.1613","24.2244","24.1129","126.89K","-0.23%"
"14.02.2020","24.1787","24.2740","24.2842","24.1446","153.65K","-0.30%"
"13.02.2020","24.2507","24.1322","24.3914","24.1161","166.12K","0.54%"
"12.02.2020","24.1215","24.1667","24.2248","24.1187","146.65K","-0.16%"
"11.02.2020","24.1593","24.1481","24.2340","24.0795","149.57K","0.06%"
"10.02.2020","24.1437","24.2064","24.3725","24.1306","160.21K","-0.17%"
"07.02.2020","24.1845","24.1277","24.3960","24.1018","152.86K","0.28%"
"06.02.2020","24.1161","24.1870","24.2126","24.0709","160.65K","-0.22%"
"05.02.2020","24.1683","24.3239","24.3981","24.0916","147.65K","-0.59%"
"04.02.2020","24.3113","24.4530","24.4821","24.2425","144.63K","-0.52%"
"03.02.2020","24.4385","24.9082","24.9082","24.3659","146.95K","-1.70%"
"31.01.2020","24.8607","24.6010","24.9755","24.5534","159.43K","1.14%"
"30.01.2020","24.5808","24.3461","24.7145","24.3063","158.92K","1.00%"
"29.01.2020","24.3363","24.3925","24.4393","24.2691","141.69K","-0.18%"
"28.01.2020","24.3807","24.6961","24.7072","24.3426","148.66K","-1.20%"
"27.01.2020","24.6767","24.5686","24.8265","24.5460","152.16K","0.45%"
"24.01.2020","24.5672","24.6261","24.7104","24.5371","191.68K","-0.18%"
"23.01.2020","24.6111","24.5604","24.7177","24.5322","142.34K","0.26%"
"22.01.2020","24.5464","24.4993","24.6051","24.4445","189.75K","0.26%"
"21.01.2020","24.4832","24.2873","24.5301","24.2600","157.51K","0.87%"
"20.01.2020","24.2730","24.2649","24.2951","24.1975","134.31K","0.03%"
"17.01.2020","24.2663","24.5639","24.6224","24.2625","151.01K","-1.14%"
"16.01.2020","24.5465","24.5001","24.5881","24.4860","154.49K","0.25%"
"15.01.2020","24.4856","24.4552","24.5238","24.4072","136.72K","0.20%"
"14.01.2020","24.4379","24.4220","24.5231","24.3827","139.64K","0.14%"
"13.01.2020","24.4047","24.5310","24.5479","24.3399","147.77K","-0.49%"
"10.01.2020","24.5261","24.6173","24.6673","24.4780","190.08K","-0.32%"
"09.01.2020","24.6040","24.6444","24.7107","24.4531","192.87K","-0.12%"
"08.01.2020","24.6328","24.8134","24.9389","24.5825","201.78K","-0.67%"
"07.01.2020","24.7998","24.8101","24.8776","24.7094","188.33K","-0.01%"
"06.01.2020","24.8027","24.7438","24.8798","24.7089","151.76K","0.19%"
"03.01.2020","24.7548","24.7504","24.8708","24.6518","189.27K","0.01%"
"02.01.2020","24.7528","25.0951","25.1142","24.7361","143.33K","-1.32%"
"01.01.2020","25.0832","25.1064","25.1348","25.0609","10.95K","-0.10%"
"31.12.2019","25.1078","24.8315","25.1291","24.7896","171.56K","1.19%"
"30.12.2019","24.8137","24.6157","24.8710","24.6052","143.23K","0.77%"
"27.12.2019","24.6242","24.6075","24.8022","24.5683","123.51K","0.12%"
"26.12.2019","24.5952","24.5986","24.6778","24.5724","123.53K","0.05%"
"25.12.2019","24.5838","24.5728","24.6546","24.5196","35.66K","0.10%"
"24.12.2019","24.5587","24.5270","24.6262","24.4816","167.80K","0.20%"
"23.12.2019","24.5106","24.6149","24.6861","24.4241","146.51K","-0.46%"
"20.12.2019","24.6245","24.6146","24.7442","24.5704","186.21K","0.10%"
"19.12.2019","24.6001","24.8067","24.9704","24.5826","181.51K","-0.77%"
"18.12.2019","24.7921","24.8598","24.8843","24.7252","180.71K","-0.22%"
"17.12.2019","24.8461","25.2373","25.2559","24.7712","154.00K","-1.50%"
"16.12.2019","25.2254","25.3496","25.5953","25.2276","144.12K","-0.41%"
"13.12.2019","25.3280","25.0972","25.7404","25.0825","182.55K","1.01%"
"12.12.2019","25.0736","25.2425","25.2868","24.9417","163.56K","-0.57%"
"11.12.2019","25.2178","25.3382","25.3505","25.2120","142.36K","-0.43%"
"10.12.2019","25.3259","25.2857","25.4188","25.2193","118.70K","0.21%"
"09.12.2019","25.2720","25.3704","25.4034","25.2585","122.39K","-0.32%"
"06.12.2019","25.3519","25.4937","25.5235","25.3094","176.63K","-0.50%"
"05.12.2019","25.4799","25.4660","25.6045","25.4253","168.24K","0.10%"
"04.12.2019","25.4532","25.4084","25.5917","25.3956","151.70K","0.22%"
"03.12.2019","25.3968","25.3284","25.5177","25.2936","163.71K","0.28%"
"02.12.2019","25.3248","25.2757","25.3662","25.1848","142.07K","0.10%"
"29.11.2019","25.2995","25.1400","25.3446","25.0291","151.20K","0.64%"
"28.11.2019","25.1382","25.2178","25.3757","25.1278","145.76K","-0.28%"
"27.11.2019","25.2081","25.1147","25.2609","25.0313","136.39K","0.43%"
"26.11.2019","25.1013","25.0809","25.2037","24.9522","141.39K","0.12%"
"25.11.2019","25.0713","24.8972","25.1468","24.8167","137.17K","0.87%"
"22.11.2019","24.8544","25.0358","25.0914","24.8298","139.44K","-0.68%"
"21.11.2019","25.0235","25.1569","25.2694","24.9764","147.91K","-0.47%"
"20.11.2019","25.1423","25.0002","25.2700","24.9867","141.61K","0.63%"
"19.11.2019","24.9860","25.0250","25.1220","24.8976","132.86K","-0.11%"
"18.11.2019","25.0124","24.7537","25.0426","24.7432","130.79K","1.13%"
"15.11.2019","24.7319","24.8867","24.9056","24.7152","140.57K","-0.58%"
"14.11.2019","24.8764","24.8762","25.0729","24.8578","143.65K","0.06%"
"13.11.2019","24.8627","24.8092","25.0605","24.8016","118.84K","0.26%"
"12.11.2019","24.7977","24.5720","24.9133","24.5056","127.04K","0.97%"
"11.11.2019","24.5601","24.4108","24.6672","24.4108","119.73K","0.71%"
"08.11.2019","24.3870","24.5205","24.6127","24.3697","137.81K","-0.52%"
"07.11.2019","24.5138","24.6096","24.6636","24.4784","184.11K","-0.37%"
"06.11.2019","24.6038","24.7482","24.8139","24.5989","177.10K","-0.52%"
"05.11.2019","24.7334","24.7057","24.7885","24.6128","188.25K","0.14%"
"04.11.2019","24.6987","24.7382","24.7579","24.6017","149.98K","-0.04%"
"01.11.2019","24.7094","24.8895","24.9291","24.6875","142.78K","-0.69%"
"31.10.2019","24.8810","24.6222","24.9338","24.6017","159.51K","1.08%"
"30.10.2019","24.6159","24.6087","24.7375","24.5733","156.63K","0.10%"
"29.10.2019","24.5914","24.5995","24.6741","24.4643","172.90K","0.00%"
"28.10.2019","24.5909","24.4500","24.6131","24.4063","141.89K","0.67%"
"25.10.2019","24.4279","24.5940","24.6082","24.3895","146.68K","-0.61%"
